Topic,Characteristic,Note,Total
Mother tongue,        Afro-Asiatic languages,,1930
Mother tongue,          Berber languages,,0
Mother tongue,            Kabyle,,0
Mother tongue,            Tamazight,,0
Mother tongue,"            Berber languages, n.i.e.",,0
Mother tongue,          Chadic languages,,10
Mother tongue,            Hausa,,10
Mother tongue,            Mina,,0
Mother tongue,          Coptic,,25
Mother tongue,          Cushitic languages,,90
Mother tongue,            Bilen,,0
Mother tongue,            Oromo,,20
Mother tongue,            Somali,,70
Mother tongue,"            Cushitic languages, n.i.e.",,0
Mother tongue,          Semitic languages,,1805
Mother tongue,            Amharic,,120
Mother tongue,            Arabic,,1540
Mother tongue,            Aramaic languages,,20
Mother tongue,              Assyrian Neo-Aramaic,,20
Mother tongue,              Chaldean Neo-Aramaic,,0
Mother tongue,"              Aramaic, n.o.s.",,0
Mother tongue,            Harari,,35
Mother tongue,            Hebrew,,5
Mother tongue,            Maltese,,25
Mother tongue,            Tigrigna,,50
Mother tongue,"            Semitic languages, n.i.e.",,0
Mother tongue,        Austro-Asiatic languages,,315
Mother tongue,          Khmer (Cambodian),,10
Mother tongue,          Vietnamese,,300
Mother tongue,"          Austro-Asiatic languages, n.i.e",,0
Mother tongue,        Austronesian languages,,3265
Mother tongue,          Bikol,,5
Mother tongue,"          Bisaya, n.o.s.",,30
Mother tongue,          Cebuano,,85
Mother tongue,          Fijian,,0
Mother tongue,          Hiligaynon,,40
Mother tongue,          Ilocano,,140
Mother tongue,          Indonesian,,35
Mother tongue,          Kankanaey,,0
Mother tongue,          Kinaray-a,,0
Mother tongue,          Malagasy languages,,0
Mother tongue,            Merina,,0
Mother tongue,"            Malagasy, n.o.s.",,0
Mother tongue,          Malay,,10
Mother tongue,"          Pampangan (Kapampangan, Pampango)",,50
Mother tongue,          Pangasinan,,10
Mother tongue,"          Tagalog (Pilipino, Filipino)",,2840
Mother tongue,          Waray-Waray,,5
Mother tongue,"          Austronesian languages, n.i.e.",,10
Mother tongue,        Creole languages,,105
Mother tongue,          Haitian Creole,,20
Mother tongue,          Jamaican English Creole,,10
Mother tongue,          Krio,,5
Mother tongue,          Morisyen,,10
Mother tongue,          Sango,,0
Mother tongue,"          Creole, n.o.s.",,40
Mother tongue,"          Creole languages, n.i.e.",,20
Mother tongue,        Dravidian languages,,7420
Mother tongue,          Kannada,,45
Mother tongue,          Malayalam,,545
Mother tongue,          Tamil,,6355
Mother tongue,          Telugu,,465
Mother tongue,          Tulu,,5
Mother tongue,"          Dravidian languages, n.i.e.",,0
Mother tongue,        Georgian,,5
Mother tongue,        Hmong-Mien languages,,0
Mother tongue,        Indo-European languages,,18635
Mother tongue,          Albanian,,80
Mother tongue,          Armenian,,115
Mother tongue,          Balto-Slavic languages,,1425
Mother tongue,            Baltic languages,,25
Mother tongue,              Latvian,,25
Mother tongue,              Lithuanian,,0
Mother tongue,            Slavic languages,,1400
Mother tongue,              Belarusian,,0
Mother tongue,              Bulgarian,,35
Mother tongue,              Czech,,30
Mother tongue,              Macedonian,,370
Mother tongue,              Polish,,420
Mother tongue,              Russian,,295
Mother tongue,              Rusyn,,0
Mother tongue,              Serbo-Croatian,,140
Mother tongue,                Bosnian,,5
Mother tongue,                Croatian,,55
Mother tongue,                Serbian,,80
Mother tongue,"                Serbo-Croatian, n.i.e.",,0
Mother tongue,              Slovak,,30
Mother tongue,              Slovene (Slovenian),,25
Mother tongue,              Ukrainian,,65
Mother tongue,"              Slavic languages, n.i.e.",,0
Mother tongue,          Celtic languages,,5
Mother tongue,            Irish,,0
Mother tongue,            Scottish Gaelic,,0
Mother tongue,            Welsh,,5
Mother tongue,"            Celtic languages, n.i.e.",,0
Mother tongue,          Germanic languages,,570
Mother tongue,            Frisian,,0
Mother tongue,            High German languages,,405
Mother tongue,              German,,400
Mother tongue,              Pennsylvania German,,0
Mother tongue,              Swiss German,,5
Mother tongue,              Yiddish,,5
Mother tongue,            Low Saxon-Low Franconian languages,,125
Mother tongue,              Afrikaans,,10
Mother tongue,              Dutch,,110
Mother tongue,"              Low German, n.o.s.",,0
Mother tongue,              Low Saxon,,0
Mother tongue,              Plautdietsch,,0
Mother tongue,              Vlaams (Flemish),,0
Mother tongue,            Scandinavian languages,,40
Mother tongue,              Danish,,15
Mother tongue,              Icelandic,,0
Mother tongue,              Norwegian,,10
Mother tongue,              Swedish,,15
Mother tongue,"            Germanic languages, n.i.e.",,0
Mother tongue,          Greek,,390
Mother tongue,          Indo-Iranian languages,,13075
Mother tongue,            Indo-Aryan languages,,10175
Mother tongue,              Assamese,,0
Mother tongue,              Bengali,,1150
Mother tongue,              Gujarati,,1515
Mother tongue,              Hindi,,1020
Mother tongue,              Kacchi,,85
Mother tongue,              Kashmiri,,0
Mother tongue,              Konkani,,25
Mother tongue,              Marathi,,110
Mother tongue,              Nepali,,55
Mother tongue,              Oriya languages,,15
Mother tongue,                Odia,,10
Mother tongue,"                Oriya, n.o.s.",,10
Mother tongue,              Punjabi (Panjabi),,1220
Mother tongue,              Rohingya,,0
Mother tongue,              Sindhi,,35
Mother tongue,              Sinhala (Sinhalese),,285
Mother tongue,              Urdu,,4620
Mother tongue,"              Indo-Aryan languages, n.i.e.",,30
Mother tongue,            Iranian languages,,2900
Mother tongue,              Baluchi,,40
Mother tongue,              Kurdish,,35
Mother tongue,              Parsi,,10
Mother tongue,              Pashto,,420
Mother tongue,              Persian languages,,2395
Mother tongue,                Dari,,1910
Mother tongue,                Iranian Persian,,260
Mother tongue,"                Persian (Farsi), n.o.s.",,225
Mother tongue,"              Iranian languages, n.i.e.",,0
Mother tongue,"            Indo-Iranian languages, n.i.e.",,0
Mother tongue,          Italic (Romance) languages,,2975
Mother tongue,            Catalan,,0
Mother tongue,            Italian,,690
Mother tongue,            Portuguese,,650
Mother tongue,            Romanian,,315
Mother tongue,            Spanish,,1300
Mother tongue,"            Italic (Romance) languages, n.i.e.",,5
Mother tongue,"          Indo-European languages, n.i.e.",,0
