Topic,Characteristic,Note,Total
Mother tongue,      Non-Indigenous languages,,151300
Mother tongue,        Afro-Asiatic languages,,16235
Mother tongue,          Berber languages,,10
Mother tongue,            Kabyle,,10
Mother tongue,            Tamazight,,0
Mother tongue,"            Berber languages, n.i.e.",,0
Mother tongue,          Chadic languages,,15
Mother tongue,            Hausa,,15
Mother tongue,            Mina,,0
Mother tongue,          Coptic,,20
Mother tongue,          Cushitic languages,,2230
Mother tongue,            Bilen,,570
Mother tongue,            Oromo,,135
Mother tongue,            Somali,,1405
Mother tongue,"            Cushitic languages, n.i.e.",,120
Mother tongue,          Semitic languages,,13965
Mother tongue,            Amharic,,1070
Mother tongue,            Arabic,,9535
Mother tongue,            Aramaic languages,,510
Mother tongue,              Assyrian Neo-Aramaic,,315
Mother tongue,              Chaldean Neo-Aramaic,,100
Mother tongue,"              Aramaic, n.o.s.",,105
Mother tongue,            Harari,,30
Mother tongue,            Hebrew,,150
Mother tongue,            Maltese,,55
Mother tongue,            Tigrigna,,2605
Mother tongue,"            Semitic languages, n.i.e.",,10
Mother tongue,        Austro-Asiatic languages,,4080
Mother tongue,          Khmer (Cambodian),,255
Mother tongue,          Vietnamese,,3805
Mother tongue,"          Austro-Asiatic languages, n.i.e",,20
Mother tongue,        Austronesian languages,,3420
Mother tongue,          Bikol,,10
Mother tongue,"          Bisaya, n.o.s.",,100
Mother tongue,          Cebuano,,140
Mother tongue,          Fijian,,0
Mother tongue,          Hiligaynon,,70
Mother tongue,          Ilocano,,145
Mother tongue,          Indonesian,,200
Mother tongue,          Kankanaey,,0
Mother tongue,          Kinaray-a,,10
Mother tongue,          Malagasy languages,,0
Mother tongue,            Merina,,0
Mother tongue,"            Malagasy, n.o.s.",,0
Mother tongue,          Malay,,35
Mother tongue,"          Pampangan (Kapampangan, Pampango)",,15
Mother tongue,          Pangasinan,,15
Mother tongue,"          Tagalog (Pilipino, Filipino)",,2595
Mother tongue,          Waray-Waray,,20
Mother tongue,"          Austronesian languages, n.i.e.",,60
Mother tongue,        Creole languages,,280
Mother tongue,          Haitian Creole,,50
Mother tongue,          Jamaican English Creole,,10
Mother tongue,          Krio,,15
Mother tongue,          Morisyen,,55
Mother tongue,          Sango,,0
Mother tongue,"          Creole, n.o.s.",,90
Mother tongue,"          Creole languages, n.i.e.",,60
Mother tongue,        Dravidian languages,,4770
Mother tongue,          Kannada,,195
Mother tongue,          Malayalam,,2030
Mother tongue,          Tamil,,1390
Mother tongue,          Telugu,,1115
Mother tongue,          Tulu,,15
Mother tongue,"          Dravidian languages, n.i.e.",,25
Mother tongue,        Georgian,,15
Mother tongue,        Hmong-Mien languages,,430
Mother tongue,        Indo-European languages,,98925
Mother tongue,          Albanian,,1085
Mother tongue,          Armenian,,655
Mother tongue,          Balto-Slavic languages,,18065
Mother tongue,            Baltic languages,,155
Mother tongue,              Latvian,,75
Mother tongue,              Lithuanian,,85
Mother tongue,            Slavic languages,,17905
Mother tongue,              Belarusian,,20
Mother tongue,              Bulgarian,,180
Mother tongue,              Czech,,590
Mother tongue,              Macedonian,,245
Mother tongue,              Polish,,4915
Mother tongue,              Russian,,2295
Mother tongue,              Rusyn,,140
Mother tongue,              Serbo-Croatian,,7875
Mother tongue,                Bosnian,,650
Mother tongue,                Croatian,,1930
Mother tongue,                Serbian,,5175
Mother tongue,"                Serbo-Croatian, n.i.e.",,115
Mother tongue,              Slovak,,500
Mother tongue,              Slovene (Slovenian),,230
Mother tongue,              Ukrainian,,920
Mother tongue,"              Slavic languages, n.i.e.",,5
Mother tongue,          Celtic languages,,25
Mother tongue,            Irish,,5
Mother tongue,            Scottish Gaelic,,10
Mother tongue,            Welsh,,10
Mother tongue,"            Celtic languages, n.i.e.",,5
Mother tongue,          Germanic languages,,14885
Mother tongue,            Frisian,,25
Mother tongue,            High German languages,,12150
Mother tongue,              German,,9275
Mother tongue,              Pennsylvania German,,2785
Mother tongue,              Swiss German,,90
Mother tongue,              Yiddish,,10
Mother tongue,            Low Saxon-Low Franconian languages,,2490
Mother tongue,              Afrikaans,,115
Mother tongue,              Dutch,,1755
Mother tongue,"              Low German, n.o.s.",,130
Mother tongue,              Low Saxon,,30
Mother tongue,              Plautdietsch,,410
Mother tongue,              Vlaams (Flemish),,50
Mother tongue,            Scandinavian languages,,205
Mother tongue,              Danish,,135
Mother tongue,              Icelandic,,5
Mother tongue,              Norwegian,,15
Mother tongue,              Swedish,,50
Mother tongue,"            Germanic languages, n.i.e.",,10
Mother tongue,          Greek,,1265
Mother tongue,          Indo-Iranian languages,,36180
Mother tongue,            Indo-Aryan languages,,29875
Mother tongue,              Assamese,,10
Mother tongue,              Bengali,,1345
Mother tongue,              Gujarati,,5670
Mother tongue,              Hindi,,4120
Mother tongue,              Kacchi,,130
Mother tongue,              Kashmiri,,0
Mother tongue,              Konkani,,55
Mother tongue,              Marathi,,380
Mother tongue,              Nepali,,910
Mother tongue,              Oriya languages,,25
Mother tongue,                Odia,,15
Mother tongue,"                Oriya, n.o.s.",,5
Mother tongue,              Punjabi (Panjabi),,10625
Mother tongue,              Rohingya,,240
Mother tongue,              Sindhi,,145
Mother tongue,              Sinhala (Sinhalese),,375
Mother tongue,              Urdu,,5755
Mother tongue,"              Indo-Aryan languages, n.i.e.",,80
Mother tongue,            Iranian languages,,6295
Mother tongue,              Baluchi,,20
Mother tongue,              Kurdish,,755
Mother tongue,              Parsi,,10
Mother tongue,              Pashto,,1120
Mother tongue,              Persian languages,,4355
Mother tongue,                Dari,,1595
Mother tongue,                Iranian Persian,,2260
Mother tongue,"                Persian (Farsi), n.o.s.",,505
Mother tongue,"              Iranian languages, n.i.e.",,35
Mother tongue,"            Indo-Iranian languages, n.i.e.",,10
Mother tongue,          Italic (Romance) languages,,26755
