Topic,Characteristic,Note,Total
Mother tongue,      Non-Indigenous languages,,74680
Mother tongue,        Afro-Asiatic languages,,7920
Mother tongue,          Berber languages,,15
Mother tongue,            Kabyle,,15
Mother tongue,            Tamazight,,0
Mother tongue,"            Berber languages, n.i.e.",,0
Mother tongue,          Chadic languages,,10
Mother tongue,            Hausa,,10
Mother tongue,            Mina,,0
Mother tongue,          Coptic,,25
Mother tongue,          Cushitic languages,,70
Mother tongue,            Bilen,,0
Mother tongue,            Oromo,,10
Mother tongue,            Somali,,65
Mother tongue,"            Cushitic languages, n.i.e.",,0
Mother tongue,          Semitic languages,,7800
Mother tongue,            Amharic,,20
Mother tongue,            Arabic,,7350
Mother tongue,            Aramaic languages,,275
Mother tongue,              Assyrian Neo-Aramaic,,125
Mother tongue,              Chaldean Neo-Aramaic,,120
Mother tongue,"              Aramaic, n.o.s.",,25
Mother tongue,            Harari,,0
Mother tongue,            Hebrew,,70
Mother tongue,            Maltese,,70
Mother tongue,            Tigrigna,,15
Mother tongue,"            Semitic languages, n.i.e.",,0
Mother tongue,        Austro-Asiatic languages,,560
Mother tongue,          Khmer (Cambodian),,5
Mother tongue,          Vietnamese,,550
Mother tongue,"          Austro-Asiatic languages, n.i.e",,0
Mother tongue,        Austronesian languages,,2300
Mother tongue,          Bikol,,0
Mother tongue,"          Bisaya, n.o.s.",,25
Mother tongue,          Cebuano,,55
Mother tongue,          Fijian,,0
Mother tongue,          Hiligaynon,,25
Mother tongue,          Ilocano,,120
Mother tongue,          Indonesian,,130
Mother tongue,          Kankanaey,,5
Mother tongue,          Kinaray-a,,0
Mother tongue,          Malagasy languages,,0
Mother tongue,            Merina,,0
Mother tongue,"            Malagasy, n.o.s.",,0
Mother tongue,          Malay,,5
Mother tongue,"          Pampangan (Kapampangan, Pampango)",,45
Mother tongue,          Pangasinan,,10
Mother tongue,"          Tagalog (Pilipino, Filipino)",,1840
Mother tongue,          Waray-Waray,,10
Mother tongue,"          Austronesian languages, n.i.e.",,30
Mother tongue,        Creole languages,,80
Mother tongue,          Haitian Creole,,10
Mother tongue,          Jamaican English Creole,,0
Mother tongue,          Krio,,0
Mother tongue,          Morisyen,,40
Mother tongue,          Sango,,0
Mother tongue,"          Creole, n.o.s.",,15
Mother tongue,"          Creole languages, n.i.e.",,10
Mother tongue,        Dravidian languages,,1630
Mother tongue,          Kannada,,145
Mother tongue,          Malayalam,,345
Mother tongue,          Tamil,,685
Mother tongue,          Telugu,,440
Mother tongue,          Tulu,,5
Mother tongue,"          Dravidian languages, n.i.e.",,0
Mother tongue,        Georgian,,10
Mother tongue,        Hmong-Mien languages,,0
Mother tongue,        Indo-European languages,,39695
Mother tongue,          Albanian,,345
Mother tongue,          Armenian,,175
Mother tongue,          Balto-Slavic languages,,10505
Mother tongue,            Baltic languages,,230
Mother tongue,              Latvian,,70
Mother tongue,              Lithuanian,,160
Mother tongue,            Slavic languages,,10270
Mother tongue,              Belarusian,,20
Mother tongue,              Bulgarian,,295
Mother tongue,              Czech,,190
Mother tongue,              Macedonian,,365
Mother tongue,              Polish,,2910
Mother tongue,              Russian,,2100
Mother tongue,              Rusyn,,5
Mother tongue,              Serbo-Croatian,,3105
Mother tongue,                Bosnian,,145
Mother tongue,                Croatian,,1635
Mother tongue,                Serbian,,1295
Mother tongue,"                Serbo-Croatian, n.i.e.",,30
Mother tongue,              Slovak,,335
Mother tongue,              Slovene (Slovenian),,145
Mother tongue,              Ukrainian,,800
Mother tongue,"              Slavic languages, n.i.e.",,10
Mother tongue,          Celtic languages,,15
Mother tongue,            Irish,,5
Mother tongue,            Scottish Gaelic,,5
Mother tongue,            Welsh,,5
Mother tongue,"            Celtic languages, n.i.e.",,0
Mother tongue,          Germanic languages,,2230
Mother tongue,            Frisian,,0
Mother tongue,            High German languages,,1255
Mother tongue,              German,,1220
Mother tongue,              Pennsylvania German,,0
Mother tongue,              Swiss German,,30
Mother tongue,              Yiddish,,5
Mother tongue,            Low Saxon-Low Franconian languages,,800
Mother tongue,              Afrikaans,,325
Mother tongue,              Dutch,,450
Mother tongue,"              Low German, n.o.s.",,0
Mother tongue,              Low Saxon,,0
Mother tongue,              Plautdietsch,,0
Mother tongue,              Vlaams (Flemish),,30
Mother tongue,            Scandinavian languages,,165
Mother tongue,              Danish,,75
Mother tongue,              Icelandic,,5
Mother tongue,              Norwegian,,25
Mother tongue,              Swedish,,65
Mother tongue,"            Germanic languages, n.i.e.",,5
Mother tongue,          Greek,,565
Mother tongue,          Indo-Iranian languages,,13650
Mother tongue,            Indo-Aryan languages,,11610
Mother tongue,              Assamese,,20
Mother tongue,              Bengali,,485
Mother tongue,              Gujarati,,790
Mother tongue,              Hindi,,2285
Mother tongue,              Kacchi,,50
Mother tongue,              Kashmiri,,40
Mother tongue,              Konkani,,75
Mother tongue,              Marathi,,260
Mother tongue,              Nepali,,35
Mother tongue,              Oriya languages,,45
Mother tongue,                Odia,,25
Mother tongue,"                Oriya, n.o.s.",,15
Mother tongue,              Punjabi (Panjabi),,2540
Mother tongue,              Rohingya,,0
Mother tongue,              Sindhi,,130
Mother tongue,              Sinhala (Sinhalese),,215
Mother tongue,              Urdu,,4605
Mother tongue,"              Indo-Aryan languages, n.i.e.",,35
Mother tongue,            Iranian languages,,2040
Mother tongue,              Baluchi,,0
Mother tongue,              Kurdish,,85
Mother tongue,              Parsi,,0
Mother tongue,              Pashto,,305
Mother tongue,              Persian languages,,1640
Mother tongue,                Dari,,300
Mother tongue,                Iranian Persian,,1195
Mother tongue,"                Persian (Farsi), n.o.s.",,140
Mother tongue,"              Iranian languages, n.i.e.",,5
Mother tongue,"            Indo-Iranian languages, n.i.e.",,0
Mother tongue,          Italic (Romance) languages,,12210
Mother tongue,            Catalan,,5
Mother tongue,            Italian,,2800
Mother tongue,            Portuguese,,3500
Mother tongue,            Romanian,,1025
