Topic,Characteristic,Note,Total
Mother tongue,      Non-Indigenous languages,,119070
Mother tongue,        Afro-Asiatic languages,,3725
Mother tongue,          Berber languages,,5
Mother tongue,            Kabyle,,0
Mother tongue,            Tamazight,,0
Mother tongue,"            Berber languages, n.i.e.",,0
Mother tongue,          Chadic languages,,5
Mother tongue,            Hausa,,0
Mother tongue,            Mina,,0
Mother tongue,          Coptic,,35
Mother tongue,          Cushitic languages,,125
Mother tongue,            Bilen,,0
Mother tongue,            Oromo,,5
Mother tongue,            Somali,,120
Mother tongue,"            Cushitic languages, n.i.e.",,0
Mother tongue,          Semitic languages,,3555
Mother tongue,            Amharic,,20
Mother tongue,            Arabic,,2655
Mother tongue,            Aramaic languages,,105
Mother tongue,              Assyrian Neo-Aramaic,,70
Mother tongue,              Chaldean Neo-Aramaic,,20
Mother tongue,"              Aramaic, n.o.s.",,5
Mother tongue,            Harari,,0
Mother tongue,            Hebrew,,755
Mother tongue,            Maltese,,25
Mother tongue,            Tigrigna,,10
Mother tongue,"            Semitic languages, n.i.e.",,0
Mother tongue,        Austro-Asiatic languages,,605
Mother tongue,          Khmer (Cambodian),,35
Mother tongue,          Vietnamese,,570
Mother tongue,"          Austro-Asiatic languages, n.i.e",,5
Mother tongue,        Austronesian languages,,2360
Mother tongue,          Bikol,,0
Mother tongue,"          Bisaya, n.o.s.",,30
Mother tongue,          Cebuano,,50
Mother tongue,          Fijian,,0
Mother tongue,          Hiligaynon,,45
Mother tongue,          Ilocano,,140
Mother tongue,          Indonesian,,205
Mother tongue,          Kankanaey,,0
Mother tongue,          Kinaray-a,,0
Mother tongue,          Malagasy languages,,0
Mother tongue,            Merina,,0
Mother tongue,"            Malagasy, n.o.s.",,0
Mother tongue,          Malay,,15
Mother tongue,"          Pampangan (Kapampangan, Pampango)",,20
Mother tongue,          Pangasinan,,5
Mother tongue,"          Tagalog (Pilipino, Filipino)",,1835
Mother tongue,          Waray-Waray,,5
Mother tongue,"          Austronesian languages, n.i.e.",,15
Mother tongue,        Creole languages,,85
Mother tongue,          Haitian Creole,,0
Mother tongue,          Jamaican English Creole,,10
Mother tongue,          Krio,,0
Mother tongue,          Morisyen,,55
Mother tongue,          Sango,,0
Mother tongue,"          Creole, n.o.s.",,15
Mother tongue,"          Creole languages, n.i.e.",,10
Mother tongue,        Dravidian languages,,1500
Mother tongue,          Kannada,,50
Mother tongue,          Malayalam,,270
Mother tongue,          Tamil,,1035
Mother tongue,          Telugu,,145
Mother tongue,          Tulu,,0
Mother tongue,"          Dravidian languages, n.i.e.",,0
Mother tongue,        Georgian,,65
Mother tongue,        Hmong-Mien languages,,0
Mother tongue,        Indo-European languages,,53235
Mother tongue,          Albanian,,200
Mother tongue,          Armenian,,835
Mother tongue,          Balto-Slavic languages,,10885
Mother tongue,            Baltic languages,,100
Mother tongue,              Latvian,,45
Mother tongue,              Lithuanian,,55
Mother tongue,            Slavic languages,,10785
Mother tongue,              Belarusian,,20
Mother tongue,              Bulgarian,,120
Mother tongue,              Czech,,70
Mother tongue,              Macedonian,,300
Mother tongue,              Polish,,550
Mother tongue,              Russian,,8620
Mother tongue,              Rusyn,,0
Mother tongue,              Serbo-Croatian,,520
Mother tongue,                Bosnian,,35
Mother tongue,                Croatian,,155
Mother tongue,                Serbian,,315
Mother tongue,"                Serbo-Croatian, n.i.e.",,20
Mother tongue,              Slovak,,60
Mother tongue,              Slovene (Slovenian),,55
Mother tongue,              Ukrainian,,465
Mother tongue,"              Slavic languages, n.i.e.",,0
Mother tongue,          Celtic languages,,0
Mother tongue,            Irish,,0
Mother tongue,            Scottish Gaelic,,0
Mother tongue,            Welsh,,0
Mother tongue,"            Celtic languages, n.i.e.",,0
Mother tongue,          Germanic languages,,840
Mother tongue,            Frisian,,0
Mother tongue,            High German languages,,605
Mother tongue,              German,,540
Mother tongue,              Pennsylvania German,,0
Mother tongue,              Swiss German,,15
Mother tongue,              Yiddish,,50
Mother tongue,            Low Saxon-Low Franconian languages,,170
Mother tongue,              Afrikaans,,20
Mother tongue,              Dutch,,140
Mother tongue,"              Low German, n.o.s.",,0
Mother tongue,              Low Saxon,,0
Mother tongue,              Plautdietsch,,0
Mother tongue,              Vlaams (Flemish),,5
Mother tongue,            Scandinavian languages,,60
Mother tongue,              Danish,,20
Mother tongue,              Icelandic,,5
Mother tongue,              Norwegian,,15
Mother tongue,              Swedish,,20
Mother tongue,"            Germanic languages, n.i.e.",,0
Mother tongue,          Greek,,1425
Mother tongue,          Indo-Iranian languages,,29325
Mother tongue,            Indo-Aryan languages,,5320
Mother tongue,              Assamese,,0
Mother tongue,              Bengali,,285
Mother tongue,              Gujarati,,1350
Mother tongue,              Hindi,,920
Mother tongue,              Kacchi,,320
Mother tongue,              Kashmiri,,15
Mother tongue,              Konkani,,30
Mother tongue,              Marathi,,55
Mother tongue,              Nepali,,30
Mother tongue,              Oriya languages,,15
Mother tongue,                Odia,,10
Mother tongue,"                Oriya, n.o.s.",,5
Mother tongue,              Punjabi (Panjabi),,460
Mother tongue,              Rohingya,,0
Mother tongue,              Sindhi,,25
Mother tongue,              Sinhala (Sinhalese),,155
Mother tongue,              Urdu,,1645
Mother tongue,"              Indo-Aryan languages, n.i.e.",,10
Mother tongue,            Iranian languages,,23990
Mother tongue,              Baluchi,,45
Mother tongue,              Kurdish,,395
Mother tongue,              Parsi,,35
Mother tongue,              Pashto,,85
Mother tongue,              Persian languages,,23410
Mother tongue,                Dari,,1230
Mother tongue,                Iranian Persian,,19360
Mother tongue,"                Persian (Farsi), n.o.s.",,2825
Mother tongue,"              Iranian languages, n.i.e.",,25
Mother tongue,"            Indo-Iranian languages, n.i.e.",,10
Mother tongue,          Italic (Romance) languages,,9700
Mother tongue,            Catalan,,0
Mother tongue,            Italian,,5160
Mother tongue,            Portuguese,,840
Mother tongue,            Romanian,,1385
Mother tongue,            Spanish,,2300
